tipo_vivienda;niveles;tipo_contrato;estado;num_habitaciones;num_banos;area_construida;parqueadero;sector;estrato;precio
Casa;2;Venta;Casi nuevo;4;2;272;No;Sur;2;160000000
Casa;3;Venta;Casi nuevo;3;1;234;No;Norte;5;240000000
Casa;1;Venta;Casi nuevo;4;2;244;Si;Norte;3;260000000
Casa;2;Venta;Casi nuevo;2;1;151;Si;Norte;3;250000000
Casa;1;Venta;Nuevo;3;2;253;Si;Centro;3;210000000
Casa;1;Venta;Casi nuevo;3;2;191;Si;Norte;4;250000000
Casa;1;Venta;Nuevo;2;1;231;No;Norte;5;250000000
Casa;2;Venta;Casi nuevo;1;3;228;Si;Sur;2;150000000
Casa;2;Venta;Casi nuevo;2;2;153;Si;Centro;3;200000000
Casa;2;Venta;Casi nuevo;1;1;176;Si;Norte;6;250000000
Casa;2;Venta;Casi nuevo;3;3;259;Si;Centro;3;210000000
Casa;3;Venta;Casi nuevo;2;3;259;No;Sur;3;150000000
Casa;2;Venta;Nuevo;1;1;235;Si;Centro;4;210000000
Casa;2;Venta;Nuevo;4;1;252;Si;Centro;4;220000000
Casa;3;Venta;Nuevo;1;2;199;Si;Norte;4;260000000
Casa;1;Venta;Casi nuevo;2;3;187;No;Norte;4;240000000
Casa;3;Venta;Casi nuevo;4;3;178;Si;Centro;3;200000000
Casa;1;Venta;Casi nuevo;2;3;159;No;Centro;3;190000000
Casa;2;Venta;Nuevo;2;1;217;No;Norte;4;260000000
Casa;3;Venta;Casi nuevo;2;1;173;No;Sur;4;140000000
Casa;1;Venta;Nuevo;2;1;161;No;Centro;3;200000000
Casa;1;Venta;Casi nuevo;1;1;229;Si;Sur;3;140000000
Casa;1;Venta;Casi nuevo;4;1;269;Si;Norte;4;250000000
Casa;2;Venta;Casi nuevo;1;1;279;No;Centro;4;190000000
Casa;2;Venta;Casi nuevo;3;2;235;No;Centro;4;190000000
Casa;3;Venta;Nuevo;3;2;277;No;Centro;3;210000000
Casa;1;Venta;Nuevo;3;2;276;No;Sur;4;160000000
Casa;2;Venta;Nuevo;2;3;257;No;Sur;3;160000000
Casa;2;Venta;Nuevo;3;1;256;No;Norte;3;260000000
Casa;1;Venta;Casi nuevo;4;2;213;Si;Sur;4;150000000
Casa;2;Venta;Nuevo;3;1;167;Si;Sur;4;160000000
Casa;1;Venta;Nuevo;1;3;180;No;Centro;4;190000000
Casa;2;Venta;Casi nuevo;4;1;155;No;Norte;4;240000000
Casa;2;Venta;Casi nuevo;4;1;222;Si;Centro;3;210000000
Casa;3;Venta;Nuevo;4;2;274;Si;Centro;3;220000000
Casa;2;Venta;Nuevo;1;1;257;No;Sur;1;160000000
Casa;3;Venta;Nuevo;2;3;219;No;Sur;4;150000000
Casa;2;Venta;Nuevo;4;3;233;Si;Norte;5;260000000
Casa;1;Venta;Casi nuevo;1;2;234;No;Norte;5;240000000
Casa;1;Venta;Nuevo;3;2;265;Si;Norte;6;270000000
Casa;2;Venta;Nuevo;4;1;221;Si;Norte;5;260000000
Casa;2;Venta;Nuevo;2;3;260;Si;Norte;5;270000000
Casa;2;Venta;Casi nuevo;2;2;261;No;Norte;4;250000000
Casa;1;Venta;Nuevo;2;2;273;No;Centro;3;200000000
Casa;2;Venta;Casi nuevo;4;1;207;Si;Norte;6;250000000
Casa;3;Venta;Casi nuevo;4;2;274;No;Norte;4;250000000
Casa;1;Venta;Nuevo;3;1;251;No;Sur;1;150000000
Casa;2;Venta;Casi nuevo;2;2;249;Si;Centro;3;210000000
Casa;3;Venta;Nuevo;3;2;215;No;Sur;4;160000000
Casa;2;Venta;Casi nuevo;4;1;220;No;Sur;3;140000000
Casa;3;Venta;Nuevo;4;3;166;No;Sur;1;150000000
Casa;1;Venta;Casi nuevo;2;3;271;Si;Norte;5;250000000
Casa;3;Venta;Nuevo;1;3;206;Si;Norte;6;260000000
Casa;3;Venta;Casi nuevo;4;3;156;No;Norte;3;240000000
Casa;3;Venta;Nuevo;1;1;256;No;Norte;3;260000000
Casa;3;Venta;Casi nuevo;1;1;229;No;Norte;3;240000000
Casa;1;Venta;Nuevo;4;2;157;Si;Sur;1;150000000
Casa;3;Venta;Casi nuevo;4;1;202;Si;Sur;2;150000000
Casa;1;Venta;Nuevo;1;1;240;No;Sur;1;140000000
Casa;1;Venta;Casi nuevo;3;1;188;Si;Norte;3;250000000
Casa;1;Venta;Nuevo;3;3;211;Si;Sur;3;160000000
Casa;1;Venta;Casi nuevo;3;1;257;No;Norte;3;250000000
Casa;1;Venta;Nuevo;3;3;260;Si;Centro;3;220000000
Casa;3;Venta;Casi nuevo;1;3;150;No;Sur;1;140000000
Casa;1;Venta;Nuevo;2;2;247;No;Centro;3;210000000
Casa;2;Venta;Nuevo;4;2;242;No;Sur;2;160000000
Casa;1;Venta;Casi nuevo;1;1;167;Si;Norte;4;240000000
Casa;2;Venta;Casi nuevo;1;2;161;Si;Centro;3;190000000
Casa;3;Venta;Nuevo;2;3;218;No;Sur;2;160000000
Casa;3;Venta;Nuevo;3;3;176;Si;Centro;4;210000000
Casa;1;Venta;Casi nuevo;1;3;191;Si;Sur;2;150000000
Casa;1;Venta;Casi nuevo;4;1;151;No;Centro;3;190000000
Casa;1;Venta;Casi nuevo;2;3;200;No;Sur;2;140000000
Casa;1;Venta;Nuevo;1;3;239;Si;Sur;1;150000000
Casa;1;Venta;Nuevo;3;3;198;No;Norte;5;250000000
Casa;3;Venta;Casi nuevo;1;1;189;No;Norte;6;240000000
Casa;1;Venta;Casi nuevo;3;3;187;Si;Norte;4;250000000
Casa;3;Venta;Casi nuevo;3;1;218;Si;Sur;1;160000000
Casa;3;Venta;Nuevo;3;1;159;Si;Centro;3;210000000
Casa;2;Venta;Nuevo;2;1;151;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;1;3;218;Si;Centro;3;200000000
Casa;2;Venta;Nuevo;3;2;270;No;Centro;4;210000000
Casa;3;Venta;Nuevo;3;2;185;No;Norte;5;250000000
Casa;2;Venta;Nuevo;2;1;178;Si;Sur;4;160000000
Casa;3;Venta;Nuevo;2;2;235;No;Sur;3;160000000
Casa;1;Venta;Casi nuevo;1;1;196;No;Norte;3;230000000
Casa;3;Venta;Casi nuevo;2;1;183;Si;Norte;6;250000000
Casa;3;Venta;Casi nuevo;4;3;233;Si;Centro;3;210000000
Casa;1;Venta;Casi nuevo;1;2;206;Si;Norte;6;250000000
Casa;2;Venta;Casi nuevo;4;3;277;No;Norte;3;250000000
Casa;1;Venta;Nuevo;2;2;190;Si;Centro;4;210000000
Casa;2;Venta;Casi nuevo;3;2;244;Si;Norte;5;260000000
Casa;3;Venta;Nuevo;4;1;200;Si;Centro;4;210000000
Casa;2;Venta;Casi nuevo;2;2;216;No;Centro;4;200000000
Casa;1;Venta;Nuevo;1;2;266;No;Sur;1;150000000
Casa;1;Venta;Casi nuevo;3;3;274;Si;Centro;4;200000000
Casa;1;Venta;Casi nuevo;1;3;163;No;Centro;3;180000000
Casa;3;Venta;Casi nuevo;2;3;212;No;Sur;1;140000000
Casa;1;Venta;Casi nuevo;4;1;172;Si;Sur;3;150000000
Casa;3;Venta;Nuevo;2;3;157;No;Sur;3;150000000
Casa;3;Venta;Nuevo;2;3;236;No;Norte;3;250000000
Casa;1;Venta;Casi nuevo;3;3;267;No;Centro;3;200000000
Casa;1;Venta;Nuevo;3;3;237;No;Sur;4;160000000
Casa;2;Venta;Casi nuevo;4;3;178;No;Norte;3;240000000
Casa;1;Venta;Casi nuevo;3;3;192;Si;Sur;2;150000000
Casa;3;Venta;Casi nuevo;2;1;206;No;Norte;6;240000000
Casa;3;Venta;Nuevo;1;2;240;No;Norte;4;250000000
Casa;3;Venta;Casi nuevo;3;3;178;No;Centro;4;190000000
Casa;1;Venta;Nuevo;2;2;162;No;Centro;4;200000000
Casa;2;Venta;Casi nuevo;4;3;150;No;Centro;4;190000000
Casa;1;Venta;Casi nuevo;4;3;192;No;Norte;4;240000000
Casa;3;Venta;Casi nuevo;1;3;191;No;Norte;6;240000000
Casa;2;Venta;Nuevo;2;1;235;No;Centro;3;210000000
Casa;2;Venta;Nuevo;3;2;263;No;Sur;3;160000000
Casa;3;Venta;Casi nuevo;2;2;181;No;Sur;1;140000000
Casa;1;Venta;Casi nuevo;3;3;200;No;Centro;3;180000000
Casa;1;Venta;Nuevo;1;2;248;No;Sur;1;140000000
Casa;3;Venta;Casi nuevo;3;2;153;Si;Sur;3;150000000
Casa;2;Venta;Casi nuevo;2;3;245;No;Centro;3;200000000
Casa;3;Venta;Nuevo;1;2;243;Si;Sur;4;160000000
Casa;1;Venta;Nuevo;1;1;189;No;Sur;4;140000000
Casa;3;Venta;Nuevo;2;2;233;Si;Sur;3;170000000
Casa;1;Venta;Casi nuevo;3;1;183;Si;Centro;3;190000000
Casa;3;Venta;Casi nuevo;4;3;159;Si;Centro;4;200000000
Casa;1;Venta;Casi nuevo;4;3;195;No;Norte;4;240000000
Casa;2;Venta;Nuevo;4;1;230;No;Norte;6;250000000
Casa;3;Venta;Casi nuevo;2;2;152;No;Centro;3;190000000
Casa;2;Venta;Casi nuevo;4;3;256;No;Centro;4;200000000
Casa;1;Venta;Casi nuevo;4;2;193;No;Centro;4;180000000
Casa;3;Venta;Nuevo;1;3;153;Si;Centro;3;210000000
Casa;3;Venta;Casi nuevo;2;3;239;No;Sur;2;150000000
Casa;2;Venta;Nuevo;1;3;172;Si;Sur;2;150000000
Casa;3;Venta;Nuevo;1;1;181;No;Centro;3;190000000
Casa;2;Venta;Nuevo;3;3;191;No;Sur;1;150000000
Casa;2;Venta;Casi nuevo;2;2;156;Si;Sur;1;150000000
Casa;2;Venta;Nuevo;4;2;258;No;Sur;4;160000000
Casa;2;Venta;Nuevo;1;1;217;Si;Centro;4;210000000
Casa;1;Venta;Nuevo;2;1;277;Si;Centro;3;210000000
Casa;3;Venta;Nuevo;2;3;271;No;Centro;4;210000000
Casa;3;Venta;Nuevo;2;3;184;Si;Sur;2;160000000
Casa;2;Venta;Casi nuevo;2;3;253;No;Centro;4;200000000
Casa;1;Venta;Casi nuevo;2;1;162;Si;Sur;2;140000000
Casa;2;Venta;Nuevo;2;1;222;No;Sur;4;150000000
Casa;2;Venta;Casi nuevo;3;1;219;Si;Norte;3;260000000
Casa;3;Venta;Nuevo;3;3;158;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;1;3;238;No;Norte;3;250000000
Casa;3;Venta;Casi nuevo;4;2;257;No;Sur;3;150000000
Casa;3;Venta;Casi nuevo;1;1;197;Si;Centro;4;200000000
Casa;2;Venta;Nuevo;2;1;228;No;Centro;3;210000000
Casa;2;Venta;Nuevo;3;1;233;Si;Sur;3;170000000
Casa;2;Venta;Nuevo;1;3;264;Si;Sur;2;170000000
Casa;3;Venta;Nuevo;1;2;207;Si;Norte;5;260000000
Casa;3;Venta;Nuevo;1;3;218;Si;Sur;3;160000000
Casa;1;Venta;Casi nuevo;4;1;241;Si;Norte;6;260000000
Casa;3;Venta;Nuevo;3;2;229;No;Norte;4;250000000
Casa;3;Venta;Casi nuevo;1;3;201;Si;Centro;4;200000000
Casa;1;Venta;Casi nuevo;3;1;198;Si;Sur;1;150000000
Casa;2;Venta;Nuevo;2;1;164;Si;Centro;4;210000000
Casa;3;Venta;Nuevo;4;3;223;No;Centro;3;200000000
Casa;2;Venta;Nuevo;1;3;258;Si;Centro;3;220000000
Casa;2;Venta;Nuevo;1;1;185;Si;Sur;1;160000000
Casa;3;Venta;Nuevo;3;2;244;Si;Sur;2;170000000
Casa;1;Venta;Casi nuevo;2;2;277;No;Sur;2;140000000
Casa;3;Venta;Casi nuevo;4;1;190;No;Sur;3;140000000
Casa;1;Venta;Casi nuevo;3;2;263;No;Centro;3;190000000
Casa;1;Venta;Casi nuevo;2;1;178;No;Centro;4;180000000
Casa;3;Venta;Casi nuevo;1;3;275;No;Centro;3;190000000
Casa;2;Venta;Casi nuevo;1;1;262;No;Norte;6;240000000
Casa;3;Venta;Casi nuevo;4;3;235;No;Sur;4;150000000
Casa;1;Venta;Nuevo;4;1;225;No;Sur;1;150000000
Casa;2;Venta;Nuevo;3;2;200;Si;Sur;2;170000000
Casa;2;Venta;Casi nuevo;1;3;266;No;Centro;4;200000000
Casa;1;Venta;Nuevo;3;3;262;No;Norte;3;260000000
Casa;3;Venta;Nuevo;4;3;222;No;Norte;5;250000000
Casa;1;Venta;Nuevo;3;3;199;Si;Sur;3;160000000
Casa;3;Venta;Nuevo;2;1;164;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;4;1;230;No;Centro;3;200000000
Casa;1;Venta;Nuevo;2;2;217;No;Sur;2;150000000
Casa;2;Venta;Nuevo;3;1;247;No;Sur;2;160000000
Casa;3;Venta;Nuevo;4;3;258;No;Norte;3;260000000
Casa;1;Venta;Casi nuevo;2;3;228;Si;Centro;3;200000000
Casa;1;Venta;Casi nuevo;2;2;190;Si;Centro;3;200000000
Casa;1;Venta;Casi nuevo;1;2;206;No;Norte;3;230000000
Casa;2;Venta;Casi nuevo;4;2;233;No;Centro;3;190000000
Casa;2;Venta;Casi nuevo;4;1;250;No;Centro;3;190000000
Casa;1;Venta;Nuevo;3;1;256;No;Centro;4;200000000
Casa;3;Venta;Casi nuevo;2;1;234;No;Norte;5;250000000
Casa;2;Venta;Nuevo;2;1;211;No;Sur;2;150000000
Casa;1;Venta;Casi nuevo;2;1;274;No;Centro;4;200000000
Casa;3;Venta;Casi nuevo;2;3;275;No;Sur;3;150000000
Casa;2;Venta;Nuevo;2;1;173;Si;Centro;4;210000000
Casa;1;Venta;Nuevo;4;2;188;Si;Norte;5;260000000
Casa;2;Venta;Casi nuevo;3;2;192;No;Centro;4;200000000
Casa;1;Venta;Casi nuevo;3;1;213;No;Centro;4;190000000
Casa;1;Venta;Casi nuevo;1;1;155;No;Norte;3;230000000
Casa;1;Venta;Casi nuevo;2;1;167;Si;Sur;1;150000000
Casa;1;Venta;Nuevo;2;3;158;Si;Norte;4;250000000
Casa;2;Venta;Casi nuevo;2;3;164;No;Centro;3;190000000
Casa;2;Venta;Casi nuevo;3;3;228;No;Norte;5;250000000
Casa;3;Venta;Casi nuevo;4;1;229;Si;Norte;6;260000000
Casa;3;Venta;Casi nuevo;3;1;169;No;Norte;4;240000000
Casa;3;Venta;Casi nuevo;2;1;204;No;Norte;3;250000000
Casa;2;Venta;Nuevo;3;1;163;No;Norte;6;250000000
Casa;3;Venta;Casi nuevo;4;1;254;Si;Centro;4;210000000
Casa;1;Venta;Nuevo;4;1;238;No;Norte;6;250000000
Casa;3;Venta;Casi nuevo;4;3;152;Si;Sur;1;150000000
Casa;3;Venta;Nuevo;4;3;201;Si;Sur;3;160000000
Casa;2;Venta;Nuevo;3;2;242;No;Centro;4;200000000
Casa;2;Venta;Nuevo;4;3;271;Si;Centro;4;220000000
Casa;2;Venta;Nuevo;3;2;250;Si;Norte;5;270000000
Casa;1;Venta;Casi nuevo;1;2;257;No;Norte;4;240000000
Casa;2;Venta;Nuevo;1;1;245;Si;Sur;3;160000000
Casa;2;Venta;Casi nuevo;4;1;163;Si;Sur;4;150000000
Casa;1;Venta;Nuevo;3;2;243;No;Centro;4;200000000
Casa;1;Venta;Casi nuevo;1;3;161;Si;Norte;6;240000000
Casa;1;Venta;Casi nuevo;3;1;202;No;Sur;1;140000000
Casa;3;Venta;Casi nuevo;2;3;271;No;Sur;3;150000000
Casa;2;Venta;Casi nuevo;2;1;266;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;3;2;205;No;Norte;3;250000000
Casa;1;Venta;Casi nuevo;2;1;168;Si;Norte;5;240000000
Casa;3;Venta;Casi nuevo;3;1;190;Si;Sur;1;160000000
Casa;2;Venta;Nuevo;3;3;205;Si;Norte;4;260000000
Casa;3;Venta;Nuevo;3;3;205;Si;Norte;4;270000000
Casa;3;Venta;Nuevo;4;2;268;No;Centro;3;210000000
Casa;3;Venta;Casi nuevo;2;2;154;Si;Norte;3;250000000
Casa;2;Venta;Casi nuevo;3;2;170;Si;Centro;4;200000000
Casa;1;Venta;Nuevo;2;3;226;Si;Centro;4;210000000
Casa;3;Venta;Casi nuevo;3;1;152;No;Centro;4;190000000
Casa;3;Venta;Nuevo;4;2;167;Si;Centro;4;210000000
Casa;3;Venta;Nuevo;4;3;230;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;1;3;222;No;Norte;5;250000000
Casa;2;Venta;Nuevo;3;1;161;No;Norte;6;250000000
Casa;1;Venta;Nuevo;4;3;250;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;2;3;246;Si;Norte;4;260000000
Casa;3;Venta;Casi nuevo;1;3;192;No;Centro;3;190000000
Casa;2;Venta;Casi nuevo;1;1;279;Si;Sur;1;150000000
Casa;2;Venta;Nuevo;4;2;151;Si;Sur;4;160000000
Casa;3;Venta;Casi nuevo;1;3;231;Si;Sur;3;160000000
Casa;1;Venta;Nuevo;4;3;264;No;Norte;6;250000000
Casa;1;Venta;Nuevo;2;3;262;Si;Sur;1;160000000
Casa;3;Venta;Nuevo;3;3;277;No;Centro;3;210000000
Casa;1;Venta;Nuevo;4;2;217;No;Centro;4;200000000
Casa;1;Venta;Nuevo;2;2;273;No;Sur;3;160000000
Casa;3;Venta;Casi nuevo;3;3;183;No;Norte;3;240000000
Casa;2;Venta;Casi nuevo;3;3;274;No;Centro;4;200000000
Casa;2;Venta;Nuevo;2;1;231;Si;Centro;3;220000000
Casa;3;Venta;Casi nuevo;1;1;167;Si;Centro;3;200000000
Casa;3;Venta;Nuevo;3;2;262;Si;Norte;6;260000000
Casa;1;Venta;Nuevo;2;1;206;Si;Norte;5;260000000
Casa;2;Venta;Casi nuevo;2;1;202;No;Norte;3;250000000
Casa;1;Venta;Casi nuevo;2;1;226;No;Sur;4;140000000
Casa;1;Venta;Nuevo;1;2;277;No;Centro;3;200000000
Casa;1;Venta;Nuevo;2;2;254;Si;Centro;4;210000000
Casa;1;Venta;Casi nuevo;1;2;200;Si;Sur;4;140000000
Casa;3;Venta;Casi nuevo;3;3;219;Si;Centro;4;210000000
Casa;1;Venta;Casi nuevo;1;1;178;Si;Norte;5;240000000
Casa;3;Venta;Nuevo;3;2;178;Si;Centro;3;210000000
Casa;3;Venta;Casi nuevo;2;1;190;No;Sur;1;140000000
Casa;2;Venta;Nuevo;2;2;162;No;Sur;3;150000000
Casa;1;Venta;Nuevo;1;3;230;No;Norte;4;250000000
Casa;3;Venta;Nuevo;2;1;270;No;Sur;3;160000000
Casa;1;Venta;Nuevo;2;2;237;Si;Norte;4;260000000
Casa;2;Venta;Casi nuevo;2;3;165;Si;Centro;4;200000000
Casa;1;Venta;Nuevo;2;3;256;Si;Sur;1;170000000
Casa;2;Venta;Nuevo;4;1;279;No;Centro;4;210000000
Casa;2;Venta;Nuevo;4;1;178;No;Centro;3;200000000
Casa;1;Venta;Casi nuevo;3;2;184;Si;Sur;3;150000000
Casa;3;Venta;Nuevo;1;3;253;No;Centro;4;200000000
Casa;3;Venta;Casi nuevo;3;1;278;No;Sur;1;150000000
Casa;3;Venta;Casi nuevo;3;1;266;Si;Sur;2;150000000
Casa;2;Venta;Casi nuevo;4;1;237;Si;Centro;4;200000000
Casa;3;Venta;Casi nuevo;4;2;230;Si;Norte;6;260000000
Casa;1;Venta;Casi nuevo;3;1;177;Si;Sur;4;150000000
Casa;2;Venta;Nuevo;3;3;200;Si;Norte;6;270000000
Casa;1;Venta;Nuevo;1;3;261;No;Norte;3;250000000
Casa;2;Venta;Nuevo;4;2;188;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;4;1;234;Si;Centro;4;200000000
Casa;3;Venta;Nuevo;1;3;228;Si;Sur;2;170000000
Casa;2;Venta;Nuevo;2;3;191;Si;Norte;6;260000000
Casa;2;Venta;Casi nuevo;2;3;174;Si;Centro;4;200000000
Casa;3;Venta;Casi nuevo;1;2;236;No;Norte;5;240000000
Casa;2;Venta;Nuevo;2;3;204;Si;Sur;2;160000000
Casa;2;Venta;Nuevo;2;1;223;Si;Sur;3;160000000
Casa;1;Venta;Nuevo;3;1;213;Si;Sur;2;160000000
Casa;3;Venta;Casi nuevo;4;2;201;No;Sur;1;150000000
Casa;2;Venta;Casi nuevo;1;3;203;No;Centro;3;190000000
Casa;2;Venta;Casi nuevo;1;3;232;No;Centro;4;190000000
Casa;3;Venta;Casi nuevo;4;3;262;Si;Norte;4;260000000
Casa;1;Venta;Nuevo;1;3;170;No;Sur;4;140000000
Casa;2;Venta;Casi nuevo;2;3;179;No;Centro;3;190000000
Casa;3;Venta;Nuevo;4;2;221;Si;Sur;3;170000000
Casa;1;Venta;Casi nuevo;3;2;150;Si;Centro;3;190000000
Casa;3;Venta;Nuevo;3;1;159;Si;Centro;4;210000000
Casa;1;Venta;Nuevo;1;3;237;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;2;1;197;No;Sur;2;140000000
Casa;3;Venta;Casi nuevo;3;1;245;No;Centro;3;200000000
Casa;3;Venta;Nuevo;1;3;276;No;Norte;3;250000000
Casa;3;Venta;Casi nuevo;4;3;155;Si;Norte;4;250000000
Casa;2;Venta;Casi nuevo;2;2;224;Si;Norte;5;250000000
Casa;1;Venta;Casi nuevo;4;2;276;No;Sur;3;140000000
Casa;2;Venta;Casi nuevo;3;1;186;Si;Sur;1;160000000
Casa;3;Venta;Nuevo;2;1;276;No;Centro;4;210000000
Casa;2;Venta;Nuevo;4;2;212;Si;Sur;1;170000000
Casa;2;Venta;Nuevo;2;2;197;No;Sur;4;150000000
Casa;1;Venta;Nuevo;4;3;197;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;4;2;192;Si;Sur;2;150000000
Casa;3;Venta;Casi nuevo;3;1;221;Si;Centro;3;210000000
Casa;2;Venta;Casi nuevo;1;3;194;No;Centro;4;190000000
Casa;1;Venta;Casi nuevo;2;2;238;Si;Norte;5;250000000
Casa;2;Venta;Nuevo;3;3;238;No;Sur;4;160000000
Casa;3;Venta;Casi nuevo;1;2;179;No;Centro;4;190000000
Casa;2;Venta;Casi nuevo;2;3;212;Si;Sur;2;160000000
Casa;3;Venta;Casi nuevo;1;3;177;Si;Sur;4;150000000
Casa;1;Venta;Nuevo;4;2;172;Si;Norte;4;260000000
Casa;1;Venta;Casi nuevo;3;1;199;No;Centro;4;190000000
Casa;3;Venta;Casi nuevo;2;3;273;No;Centro;3;200000000
Casa;1;Venta;Casi nuevo;1;3;195;No;Centro;3;180000000
Casa;1;Venta;Casi nuevo;1;3;229;No;Centro;4;190000000
Casa;1;Venta;Nuevo;2;1;274;No;Norte;3;250000000
Casa;2;Venta;Nuevo;3;1;278;No;Centro;3;210000000
Casa;2;Venta;Nuevo;2;2;241;Si;Sur;1;170000000
Casa;3;Venta;Casi nuevo;4;1;188;Si;Norte;6;250000000
Casa;3;Venta;Casi nuevo;2;2;216;No;Sur;3;150000000
Casa;3;Venta;Casi nuevo;4;2;277;No;Norte;6;250000000
Casa;2;Venta;Nuevo;4;1;204;Si;Sur;4;170000000
Casa;3;Venta;Nuevo;1;1;201;Si;Norte;6;260000000
Casa;3;Venta;Nuevo;2;2;158;Si;Norte;4;260000000
Casa;1;Venta;Nuevo;2;1;275;Si;Centro;3;210000000
Casa;1;Venta;Nuevo;4;3;164;Si;Norte;6;250000000
Casa;1;Venta;Casi nuevo;3;3;166;Si;Norte;5;250000000
Casa;3;Venta;Casi nuevo;1;2;268;Si;Sur;3;160000000
Casa;2;Venta;Casi nuevo;2;2;174;Si;Sur;4;150000000
Casa;1;Venta;Casi nuevo;2;1;253;Si;Sur;4;150000000
Casa;3;Venta;Casi nuevo;1;2;230;Si;Norte;4;250000000
Casa;2;Venta;Nuevo;4;3;276;No;Centro;3;220000000
Casa;2;Venta;Nuevo;2;2;196;No;Centro;4;200000000
Casa;3;Venta;Casi nuevo;4;2;220;No;Norte;4;240000000
Casa;1;Venta;Nuevo;4;1;165;Si;Norte;4;250000000
Casa;2;Venta;Nuevo;4;1;191;No;Norte;3;250000000
Casa;1;Venta;Nuevo;2;1;185;No;Norte;4;250000000
Casa;2;Venta;Nuevo;3;3;227;Si;Norte;5;270000000
Casa;2;Venta;Casi nuevo;2;2;186;Si;Sur;1;150000000
Casa;2;Venta;Nuevo;3;3;220;No;Norte;3;250000000
Casa;2;Venta;Casi nuevo;2;2;211;No;Sur;1;140000000
Casa;3;Venta;Casi nuevo;4;2;231;Si;Centro;3;200000000
Casa;2;Venta;Casi nuevo;2;1;158;Si;Sur;2;150000000
Casa;2;Venta;Nuevo;3;1;184;No;Centro;4;200000000
Casa;2;Venta;Nuevo;2;1;183;Si;Sur;2;160000000
Casa;1;Venta;Nuevo;2;1;199;Si;Sur;3;150000000
Casa;2;Venta;Nuevo;2;3;227;Si;Sur;3;170000000
Casa;3;Venta;Casi nuevo;2;1;174;No;Norte;5;240000000
Casa;2;Venta;Nuevo;2;2;279;No;Centro;3;210000000
Casa;3;Venta;Casi nuevo;2;3;166;Si;Sur;2;150000000
Casa;2;Venta;Casi nuevo;2;1;269;Si;Centro;4;210000000
Casa;1;Venta;Nuevo;3;1;254;No;Centro;3;210000000
Casa;1;Venta;Nuevo;3;3;278;Si;Sur;2;160000000
Casa;1;Venta;Casi nuevo;1;2;173;Si;Centro;4;190000000
Casa;3;Venta;Nuevo;4;3;183;No;Sur;1;150000000
Casa;2;Venta;Nuevo;1;2;253;No;Norte;5;260000000
Casa;2;Venta;Casi nuevo;3;2;258;Si;Centro;3;210000000
Casa;3;Venta;Casi nuevo;4;2;227;Si;Sur;4;150000000
Casa;3;Venta;Casi nuevo;1;2;274;No;Sur;1;150000000
Casa;1;Venta;Nuevo;3;1;175;No;Sur;3;150000000
Casa;3;Venta;Nuevo;1;1;184;No;Norte;4;240000000
Casa;3;Venta;Nuevo;3;3;167;Si;Norte;5;260000000
Casa;1;Venta;Nuevo;3;3;198;Si;Centro;4;210000000
Casa;2;Venta;Casi nuevo;4;1;264;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;2;1;235;No;Norte;5;250000000
Casa;1;Venta;Casi nuevo;3;1;154;Si;Norte;4;240000000
Casa;1;Venta;Nuevo;2;2;175;No;Norte;5;240000000
Casa;2;Venta;Nuevo;1;3;273;No;Norte;5;260000000
Casa;2;Venta;Nuevo;4;3;235;Si;Sur;2;160000000
Casa;1;Venta;Casi nuevo;2;2;168;No;Norte;3;240000000
Casa;1;Venta;Nuevo;2;1;265;Si;Sur;1;160000000
Casa;2;Venta;Nuevo;1;1;200;Si;Centro;4;210000000
Casa;3;Venta;Nuevo;4;3;218;No;Norte;5;260000000
Casa;1;Venta;Nuevo;4;3;229;Si;Centro;4;210000000
Casa;1;Venta;Nuevo;4;1;190;Si;Centro;3;200000000
Casa;2;Venta;Casi nuevo;2;1;154;Si;Sur;2;150000000
Casa;2;Venta;Casi nuevo;4;2;231;Si;Centro;4;210000000
Casa;1;Venta;Casi nuevo;2;1;180;No;Norte;5;230000000
Casa;2;Venta;Nuevo;4;1;154;Si;Centro;3;210000000
Casa;2;Venta;Nuevo;3;2;265;Si;Sur;2;170000000
Casa;2;Venta;Nuevo;1;3;225;No;Norte;5;250000000
Casa;1;Venta;Nuevo;4;1;220;No;Centro;4;200000000
Casa;3;Venta;Casi nuevo;1;2;176;Si;Norte;6;250000000
Casa;2;Venta;Casi nuevo;2;3;238;No;Norte;4;250000000
Casa;2;Venta;Casi nuevo;1;1;259;No;Sur;2;140000000
Casa;1;Venta;Casi nuevo;4;1;152;No;Centro;4;180000000
Casa;2;Venta;Casi nuevo;3;2;158;No;Centro;3;190000000
Casa;1;Venta;Nuevo;2;3;236;No;Sur;3;150000000
Casa;3;Venta;Nuevo;4;2;205;Si;Norte;4;260000000
