tipo_vivienda;niveles;tipo_contrato;area_construida;estado;num_habitaciones;num_banos;parqueadero;sector;estrato;precio
Casa;1;Arriendo;101;Nuevo;3;2;Si;Norte;5;4350000
Casa;1;Arriendo;189;Nuevo;3;2;Si;Sur;3;2290000
Casa;2;Arriendo;270;Casi nuevo;4;2;No;Sur;3;4570000
Casa;1;Arriendo;284;Nuevo;3;2;Si;Sur;1;4860000
Casa;2;Arriendo;88;Nuevo;4;2;Si;Norte;4;2350000
Casa;3;Arriendo;140;Nuevo;4;3;No;Centro;3;2710000
Casa;3;Arriendo;291;Casi nuevo;4;3;No;Norte;5;7950000
Casa;3;Arriendo;126;Casi nuevo;4;3;Si;Sur;3;2070000
Casa;3;Arriendo;123;Casi nuevo;4;3;Si;Norte;4;2230000
Casa;1;Arriendo;65;Casi nuevo;2;1;No;Centro;3;1400000
Casa;1;Arriendo;111;Nuevo;3;2;No;Centro;3;1940000
Casa;3;Arriendo;118;Casi nuevo;4;3;No;Centro;4;2450000
Casa;3;Arriendo;56;Nuevo;5;3;No;Centro;3;2480000
Casa;1;Arriendo;86;Nuevo;3;2;No;Norte;3;1490000
Casa;2;Arriendo;69;Nuevo;4;2;No;Norte;6;4310000
Casa;2;Arriendo;146;Nuevo;4;2;Si;Norte;5;4930000
Casa;2;Arriendo;103;Casi nuevo;4;2;No;Norte;4;1840000
Casa;1;Arriendo;299;Nuevo;3;2;No;Centro;3;5610000
Casa;3;Arriendo;86;Casi nuevo;4;3;Si;Centro;3;2430000
Casa;1;Arriendo;151;Casi nuevo;3;2;Si;Norte;4;2170000
Casa;1;Arriendo;295;Casi nuevo;3;2;No;Sur;1;4860000
Casa;1;Arriendo;187;Casi nuevo;3;2;Si;Sur;2;1950000
Casa;2;Arriendo;270;Nuevo;4;2;No;Centro;4;5260000
Casa;2;Arriendo;108;Nuevo;4;2;Si;Norte;6;4350000
Casa;3;Arriendo;80;Nuevo;4;3;Si;Sur;2;1900000
Casa;2;Arriendo;255;Nuevo;4;2;Si;Sur;3;4410000
Casa;2;Arriendo;168;Nuevo;4;2;No;Centro;3;2580000
Casa;1;Arriendo;251;Nuevo;3;2;No;Norte;3;4070000
Casa;3;Arriendo;191;Nuevo;4;3;Si;Norte;6;5280000
Casa;1;Arriendo;54;Casi nuevo;2;1;No;Sur;2;1080000
Casa;2;Arriendo;276;Nuevo;4;2;Si;Norte;4;5240000
Casa;1;Arriendo;91;Nuevo;3;2;Si;Centro;4;1940000
Casa;3;Arriendo;107;Nuevo;4;3;Si;Norte;6;4710000
Casa;1;Arriendo;283;Casi nuevo;3;2;No;Sur;4;4770000
Casa;3;Arriendo;263;Casi nuevo;4;3;No;Sur;3;4290000
Casa;3;Arriendo;74;Nuevo;4;3;Si;Sur;4;1930000
Casa;3;Arriendo;160;Casi nuevo;4;3;No;Norte;3;2400000
Casa;2;Arriendo;190;Nuevo;4;2;Si;Sur;4;2450000
Casa;3;Arriendo;175;Nuevo;4;3;Si;Centro;4;3270000
Casa;1;Arriendo;101;Casi nuevo;3;2;No;Sur;4;1110000
Casa;1;Arriendo;235;Nuevo;3;2;Si;Centro;3;3860000
Casa;1;Arriendo;182;Nuevo;3;2;No;Centro;4;2820000
Casa;3;Arriendo;109;Nuevo;4;3;Si;Sur;3;1880000
Casa;3;Arriendo;244;Casi nuevo;4;3;Si;Centro;3;4540000
Casa;2;Arriendo;203;Casi nuevo;4;2;Si;Norte;4;3160000
Casa;1;Arriendo;125;Casi nuevo;3;2;No;Norte;6;4080000
Casa;1;Arriendo;256;Casi nuevo;3;2;No;Sur;3;3830000
Casa;1;Arriendo;159;Casi nuevo;3;2;Si;Sur;2;1890000
Casa;1;Arriendo;276;Casi nuevo;3;2;Si;Sur;2;4360000
Casa;2;Arriendo;175;Casi nuevo;4;2;Si;Norte;6;5210000
Casa;3;Arriendo;281;Nuevo;4;3;Si;Centro;3;5840000
Casa;2;Arriendo;221;Casi nuevo;4;2;No;Centro;4;3480000
Casa;3;Arriendo;207;Casi nuevo;4;3;No;Sur;2;2560000
Casa;3;Arriendo;251;Casi nuevo;4;3;No;Sur;4;3880000
Casa;3;Arriendo;246;Casi nuevo;4;3;No;Centro;3;4610000
Casa;3;Arriendo;116;Casi nuevo;4;3;No;Sur;3;1470000
Casa;3;Arriendo;156;Nuevo;4;3;No;Sur;3;2100000
Casa;1;Arriendo;94;Nuevo;3;2;No;Sur;2;1230000
Casa;1;Arriendo;177;Nuevo;3;2;No;Centro;4;2700000
Casa;1;Arriendo;85;Casi nuevo;3;2;Si;Sur;2;1360000
Casa;1;Arriendo;90;Casi nuevo;3;2;No;Sur;1;1200000
Casa;1;Arriendo;89;Casi nuevo;3;2;Si;Norte;5;4050000
Casa;2;Arriendo;189;Casi nuevo;4;2;No;Norte;4;2680000
Casa;3;Arriendo;161;Casi nuevo;4;3;Si;Centro;4;2750000
Casa;3;Arriendo;195;Nuevo;4;3;Si;Centro;4;3260000
Casa;2;Arriendo;217;Casi nuevo;4;2;No;Centro;4;3450000
Casa;3;Arriendo;297;Casi nuevo;4;3;Si;Norte;3;6070000
Casa;3;Arriendo;57;Nuevo;5;3;Si;Centro;3;2490000
Casa;3;Arriendo;190;Nuevo;4;3;No;Centro;4;2970000
Casa;2;Arriendo;284;Casi nuevo;4;2;Si;Centro;4;5820000
Casa;1;Arriendo;277;Nuevo;3;2;No;Centro;4;5250000
Casa;3;Arriendo;186;Nuevo;4;3;No;Norte;3;2850000
Casa;1;Arriendo;152;Nuevo;3;2;No;Sur;4;1700000
Casa;1;Arriendo;151;Nuevo;3;2;Si;Sur;2;1750000
Casa;1;Arriendo;203;Casi nuevo;3;2;No;Sur;4;2200000
Casa;3;Arriendo;101;Casi nuevo;4;3;No;Sur;3;1360000
Casa;1;Arriendo;145;Nuevo;3;2;No;Sur;1;1590000
Casa;2;Arriendo;137;Nuevo;4;2;Si;Sur;4;2250000
Casa;1;Arriendo;104;Casi nuevo;3;2;No;Centro;4;1760000
Casa;3;Arriendo;94;Casi nuevo;4;3;No;Sur;4;1780000
Casa;1;Arriendo;222;Casi nuevo;3;2;Si;Centro;4;3520000
Casa;3;Arriendo;76;Nuevo;4;3;Si;Norte;4;2410000
Casa;3;Arriendo;225;Nuevo;4;3;No;Sur;1;3290000
Casa;2;Arriendo;161;Nuevo;4;2;No;Norte;5;4630000
Casa;3;Arriendo;189;Casi nuevo;4;3;No;Norte;6;5050000
Casa;1;Arriendo;166;Nuevo;3;2;No;Sur;2;1610000
Casa;3;Arriendo;227;Nuevo;4;3;No;Centro;4;4100000
Casa;3;Arriendo;271;Casi nuevo;4;3;No;Centro;3;5200000
Casa;2;Arriendo;152;Casi nuevo;4;2;No;Norte;5;4490000
Casa;1;Arriendo;165;Nuevo;3;2;No;Norte;6;4530000
Casa;3;Arriendo;254;Nuevo;4;3;No;Sur;4;4090000
Casa;1;Arriendo;61;Casi nuevo;2;1;Si;Sur;2;1100000
Casa;3;Arriendo;126;Nuevo;4;3;No;Sur;1;1550000
Casa;2;Arriendo;252;Nuevo;4;2;Si;Centro;4;4820000
Casa;2;Arriendo;127;Nuevo;4;2;Si;Sur;2;1960000
Casa;2;Arriendo;182;Casi nuevo;4;2;No;Norte;4;2550000
Casa;2;Arriendo;183;Casi nuevo;4;2;Si;Sur;2;2400000
Casa;2;Arriendo;260;Nuevo;4;2;No;Norte;3;4460000
Casa;3;Arriendo;219;Nuevo;4;3;Si;Norte;4;3820000
Casa;3;Arriendo;158;Casi nuevo;4;3;No;Sur;3;2190000
Casa;3;Arriendo;273;Casi nuevo;4;3;Si;Centro;3;5410000
Casa;1;Arriendo;169;Casi nuevo;3;2;No;Norte;4;2020000
Casa;2;Arriendo;72;Casi nuevo;4;2;Si;Sur;3;1540000
Casa;2;Arriendo;95;Nuevo;4;2;Si;Centro;4;2200000
Casa;2;Arriendo;296;Nuevo;4;2;No;Centro;4;5880000
Casa;3;Arriendo;194;Nuevo;4;3;Si;Sur;2;2700000
Casa;2;Arriendo;102;Nuevo;4;2;Si;Norte;5;4580000
Casa;2;Arriendo;115;Casi nuevo;4;2;Si;Sur;2;1500000
Casa;3;Arriendo;53;Nuevo;5;3;No;Centro;3;2490000
Casa;1;Arriendo;242;Casi nuevo;3;2;Si;Centro;3;4220000
Casa;3;Arriendo;66;Nuevo;5;3;Si;Centro;3;2450000
Casa;3;Arriendo;245;Casi nuevo;4;3;No;Norte;5;6650000
Casa;3;Arriendo;174;Casi nuevo;4;3;Si;Centro;3;3090000
Casa;1;Arriendo;274;Nuevo;3;2;Si;Norte;5;7290000
Casa;3;Arriendo;289;Casi nuevo;4;3;No;Norte;3;5500000
Casa;3;Arriendo;66;Nuevo;5;3;No;Norte;4;2310000
Casa;2;Arriendo;181;Casi nuevo;4;2;No;Norte;4;2570000
Casa;1;Arriendo;217;Nuevo;3;2;No;Sur;3;2830000
Casa;3;Arriendo;82;Casi nuevo;4;3;No;Norte;3;1970000
Casa;3;Arriendo;165;Nuevo;4;3;Si;Sur;4;2610000
Casa;1;Arriendo;51;Casi nuevo;2;1;No;Sur;2;810000
Casa;2;Arriendo;242;Nuevo;4;2;No;Norte;5;6640000
Casa;1;Arriendo;273;Casi nuevo;3;2;No;Sur;1;4240000
Casa;3;Arriendo;168;Casi nuevo;4;3;No;Norte;5;4900000
Casa;2;Arriendo;153;Casi nuevo;4;2;Si;Sur;1;1860000
Casa;3;Arriendo;294;Casi nuevo;4;3;No;Centro;3;5960000
Casa;1;Arriendo;258;Casi nuevo;3;2;No;Sur;3;3680000
Casa;3;Arriendo;295;Nuevo;4;3;Si;Sur;3;5700000
Casa;3;Arriendo;229;Nuevo;4;3;Si;Norte;5;6420000
Casa;1;Arriendo;83;Nuevo;3;2;No;Centro;4;1740000
Casa;2;Arriendo;211;Nuevo;4;2;No;Norte;5;5700000
Casa;3;Arriendo;55;Casi nuevo;5;3;No;Norte;3;1850000
Casa;3;Arriendo;93;Casi nuevo;4;3;No;Sur;3;1730000
Casa;1;Arriendo;145;Casi nuevo;3;2;Si;Sur;1;1750000
Casa;1;Arriendo;143;Nuevo;3;2;Si;Norte;4;2280000
Casa;2;Arriendo;158;Casi nuevo;4;2;No;Sur;2;1930000
Casa;3;Arriendo;251;Nuevo;4;3;Si;Sur;3;4470000
Casa;3;Arriendo;59;Casi nuevo;5;3;Si;Centro;3;2360000
Casa;3;Arriendo;266;Nuevo;4;3;No;Norte;3;5130000
Casa;3;Arriendo;124;Nuevo;4;3;No;Centro;4;2510000
Casa;3;Arriendo;271;Casi nuevo;4;3;No;Norte;4;4880000
Casa;3;Arriendo;226;Casi nuevo;4;3;No;Sur;1;3100000
Casa;3;Arriendo;238;Nuevo;4;3;Si;Centro;4;4600000
Casa;2;Arriendo;219;Nuevo;4;2;No;Norte;5;5650000
Casa;3;Arriendo;246;Nuevo;4;3;Si;Centro;3;4760000
Casa;1;Arriendo;242;Nuevo;3;2;Si;Centro;4;4070000
Casa;3;Arriendo;267;Casi nuevo;4;3;No;Centro;4;5000000
Casa;2;Arriendo;95;Nuevo;4;2;No;Norte;6;4250000
Casa;3;Arriendo;170;Casi nuevo;4;3;Si;Norte;4;2900000
Casa;1;Arriendo;202;Nuevo;3;2;Si;Centro;4;3180000
Casa;1;Arriendo;145;Nuevo;3;2;No;Centro;4;2410000
Casa;2;Arriendo;175;Nuevo;4;2;No;Sur;3;2020000
Casa;1;Arriendo;132;Casi nuevo;3;2;No;Centro;4;2120000
Casa;2;Arriendo;72;Nuevo;4;2;No;Norte;3;2020000
Casa;3;Arriendo;124;Casi nuevo;4;3;Si;Norte;3;2470000
Casa;3;Arriendo;228;Casi nuevo;4;3;Si;Sur;1;3500000
Casa;3;Arriendo;155;Nuevo;4;3;Si;Norte;3;2790000
Casa;1;Arriendo;118;Nuevo;3;2;No;Centro;4;1850000
Casa;1;Arriendo;191;Nuevo;3;2;No;Norte;3;2380000
Casa;1;Arriendo;254;Nuevo;3;2;Si;Centro;3;4530000
Casa;1;Arriendo;95;Casi nuevo;3;2;No;Centro;4;1660000
Casa;1;Arriendo;185;Casi nuevo;3;2;Si;Centro;3;2600000
Casa;1;Arriendo;192;Casi nuevo;3;2;Si;Centro;4;2790000
Casa;3;Arriendo;229;Casi nuevo;4;3;No;Norte;4;3820000
Casa;2;Arriendo;135;Nuevo;4;2;No;Centro;3;2550000
Casa;3;Arriendo;258;Casi nuevo;4;3;Si;Norte;3;4620000
Casa;2;Arriendo;183;Casi nuevo;4;2;No;Centro;3;2810000
Casa;3;Arriendo;91;Casi nuevo;4;3;No;Centro;3;2040000
Casa;1;Arriendo;142;Casi nuevo;3;2;Si;Norte;4;1950000
Casa;2;Arriendo;176;Casi nuevo;4;2;Si;Norte;4;2650000
Casa;1;Arriendo;155;Casi nuevo;3;2;Si;Centro;4;2610000
Casa;1;Arriendo;53;Casi nuevo;2;1;Si;Centro;4;1970000
Casa;2;Arriendo;93;Casi nuevo;4;2;Si;Centro;3;2200000
Casa;2;Arriendo;290;Casi nuevo;4;2;No;Norte;5;7910000
Casa;2;Arriendo;94;Casi nuevo;4;2;Si;Centro;4;2220000
Casa;2;Arriendo;62;Casi nuevo;4;2;Si;Norte;6;4490000
Casa;2;Arriendo;68;Nuevo;4;2;No;Sur;1;1330000
Casa;1;Arriendo;242;Casi nuevo;3;2;No;Sur;3;3310000
Casa;2;Arriendo;286;Nuevo;4;2;No;Norte;5;7680000
Casa;3;Arriendo;125;Nuevo;4;3;Si;Sur;2;1770000
Casa;2;Arriendo;156;Nuevo;4;2;No;Centro;4;2560000
Casa;3;Arriendo;163;Nuevo;4;3;Si;Sur;4;2580000
Casa;3;Arriendo;147;Nuevo;4;3;Si;Centro;3;2730000
Casa;1;Arriendo;271;Casi nuevo;3;2;Si;Sur;3;4320000
Casa;1;Arriendo;59;Casi nuevo;2;1;No;Centro;4;1680000
Casa;1;Arriendo;178;Nuevo;3;2;No;Norte;5;4830000
Casa;1;Arriendo;235;Casi nuevo;3;2;Si;Norte;5;6000000
Casa;2;Arriendo;268;Casi nuevo;4;2;Si;Sur;2;4450000
Casa;1;Arriendo;191;Nuevo;3;2;No;Norte;5;4930000
Casa;2;Arriendo;252;Nuevo;4;2;No;Sur;4;3950000
Casa;3;Arriendo;188;Nuevo;4;3;No;Norte;3;2860000
Casa;1;Arriendo;136;Nuevo;3;2;Si;Norte;6;4490000
Casa;2;Arriendo;68;Nuevo;4;2;Si;Sur;1;1790000
Casa;1;Arriendo;104;Nuevo;3;2;No;Norte;6;3840000
Casa;1;Arriendo;281;Casi nuevo;3;2;No;Sur;4;4530000
Casa;1;Arriendo;56;Casi nuevo;2;1;No;Norte;3;1240000
Casa;3;Arriendo;202;Casi nuevo;4;3;No;Norte;6;5270000
Casa;2;Arriendo;257;Nuevo;4;2;Si;Norte;3;4770000
Casa;2;Arriendo;75;Casi nuevo;4;2;No;Centro;3;2030000
Casa;3;Arriendo;69;Nuevo;5;3;Si;Centro;4;2420000
Casa;1;Arriendo;256;Nuevo;3;2;Si;Norte;4;4380000
Casa;3;Arriendo;196;Casi nuevo;4;3;Si;Norte;5;5170000
Casa;1;Arriendo;93;Nuevo;3;2;Si;Centro;4;1930000
Casa;3;Arriendo;126;Nuevo;4;3;Si;Centro;3;2530000
Casa;1;Arriendo;218;Casi nuevo;3;2;Si;Sur;3;2740000
Casa;1;Arriendo;99;Casi nuevo;3;2;Si;Sur;1;1370000
Casa;3;Arriendo;173;Nuevo;4;3;No;Sur;4;2390000
Casa;3;Arriendo;293;Nuevo;4;3;No;Sur;2;5450000
Casa;2;Arriendo;146;Nuevo;4;2;No;Norte;6;4640000
Casa;1;Arriendo;292;Nuevo;3;2;Si;Centro;4;5720000
Casa;2;Arriendo;241;Nuevo;4;2;No;Centro;3;4120000
Casa;2;Arriendo;280;Nuevo;4;2;Si;Norte;3;5330000
Casa;2;Arriendo;203;Casi nuevo;4;2;Si;Centro;4;3140000
Casa;3;Arriendo;146;Casi nuevo;4;3;No;Norte;6;4530000
Casa;2;Arriendo;180;Casi nuevo;4;2;Si;Centro;3;2840000
Casa;2;Arriendo;264;Casi nuevo;4;2;No;Sur;1;4130000
Casa;2;Arriendo;161;Casi nuevo;4;2;No;Centro;3;2460000
Casa;1;Arriendo;140;Casi nuevo;3;2;Si;Sur;2;1610000
Casa;3;Arriendo;96;Casi nuevo;4;3;No;Centro;3;2330000
Casa;3;Arriendo;101;Casi nuevo;4;3;Si;Centro;3;2470000
Casa;2;Arriendo;58;Casi nuevo;4;2;Si;Centro;3;2260000
Casa;1;Arriendo;112;Nuevo;3;2;No;Norte;6;4130000
Casa;2;Arriendo;78;Nuevo;4;2;No;Centro;3;2340000
Casa;1;Arriendo;83;Casi nuevo;3;2;No;Centro;3;1690000
Casa;1;Arriendo;194;Nuevo;3;2;Si;Sur;2;2350000
Casa;1;Arriendo;54;Nuevo;2;1;No;Centro;3;1570000
Casa;1;Arriendo;229;Nuevo;3;2;Si;Centro;4;3820000
Casa;1;Arriendo;205;Nuevo;3;2;No;Sur;2;2190000
Casa;3;Arriendo;209;Nuevo;4;3;Si;Sur;4;2940000
Casa;3;Arriendo;106;Casi nuevo;4;3;Si;Centro;4;2260000
Casa;3;Arriendo;193;Casi nuevo;4;3;No;Norte;4;2850000
Casa;1;Arriendo;255;Nuevo;3;2;Si;Centro;3;4510000
Casa;3;Arriendo;252;Casi nuevo;4;3;Si;Centro;4;4970000
Casa;2;Arriendo;90;Nuevo;4;2;Si;Centro;3;2250000
Casa;3;Arriendo;233;Nuevo;4;3;Si;Centro;3;4200000
Casa;2;Arriendo;254;Nuevo;4;2;No;Centro;4;4770000
Casa;2;Arriendo;224;Casi nuevo;4;2;Si;Norte;6;5990000
Casa;2;Arriendo;270;Casi nuevo;4;2;No;Norte;6;7140000
Casa;2;Arriendo;85;Nuevo;4;2;No;Centro;3;2070000
Casa;1;Arriendo;242;Nuevo;3;2;Si;Norte;6;6220000
Casa;2;Arriendo;198;Nuevo;4;2;No;Norte;3;2820000
Casa;3;Arriendo;105;Casi nuevo;4;3;No;Centro;4;2190000
Casa;2;Arriendo;216;Nuevo;4;2;Si;Centro;3;3530000
Casa;2;Arriendo;202;Nuevo;4;2;Si;Centro;3;3220000
Casa;3;Arriendo;290;Casi nuevo;4;3;No;Sur;4;5390000
Casa;1;Arriendo;172;Casi nuevo;3;2;Si;Norte;6;4590000
Casa;2;Arriendo;216;Nuevo;4;2;Si;Norte;4;3440000
Casa;2;Arriendo;234;Casi nuevo;4;2;Si;Sur;3;3430000
Casa;2;Arriendo;76;Nuevo;4;2;No;Centro;3;2140000
Casa;1;Arriendo;172;Casi nuevo;3;2;No;Norte;4;2400000
Casa;1;Arriendo;127;Casi nuevo;3;2;Si;Centro;4;2280000
Casa;2;Arriendo;261;Casi nuevo;4;2;No;Norte;6;7090000
Casa;2;Arriendo;136;Casi nuevo;4;2;No;Centro;4;2400000
Casa;2;Arriendo;168;Nuevo;4;2;No;Centro;3;2590000
Casa;2;Arriendo;175;Casi nuevo;4;2;No;Sur;1;2160000
Casa;2;Arriendo;88;Casi nuevo;4;2;Si;Sur;4;1830000
Casa;1;Arriendo;100;Nuevo;3;2;No;Centro;4;1910000
Casa;2;Arriendo;221;Casi nuevo;4;2;Si;Sur;1;3010000
Casa;3;Arriendo;128;Casi nuevo;4;3;Si;Norte;5;4580000
Casa;1;Arriendo;187;Casi nuevo;3;2;Si;Norte;5;5040000
Casa;1;Arriendo;205;Casi nuevo;3;2;Si;Norte;5;4990000
Casa;3;Arriendo;89;Casi nuevo;4;3;No;Sur;2;1360000
Casa;3;Arriendo;224;Casi nuevo;4;3;No;Norte;5;6100000
Casa;2;Arriendo;213;Nuevo;4;2;Si;Norte;4;3540000
Casa;3;Arriendo;223;Nuevo;4;3;Si;Norte;5;6230000
Casa;3;Arriendo;109;Casi nuevo;4;3;Si;Sur;2;1710000
Casa;3;Arriendo;287;Casi nuevo;4;3;Si;Centro;4;5870000
Casa;1;Arriendo;150;Nuevo;3;2;Si;Centro;4;2400000
Casa;1;Arriendo;79;Nuevo;3;2;Si;Centro;4;1960000
Casa;2;Arriendo;62;Casi nuevo;4;2;No;Centro;4;2280000
Casa;3;Arriendo;295;Casi nuevo;4;3;No;Centro;3;5760000
Casa;2;Arriendo;78;Nuevo;4;2;Si;Norte;5;4510000
Casa;1;Arriendo;157;Casi nuevo;3;2;Si;Sur;3;1770000
Casa;1;Arriendo;188;Casi nuevo;3;2;No;Centro;4;2380000
Casa;1;Arriendo;95;Casi nuevo;3;2;Si;Centro;4;2050000
Casa;2;Arriendo;282;Casi nuevo;4;2;No;Sur;1;4710000
Casa;1;Arriendo;95;Casi nuevo;3;2;Si;Centro;3;1980000
Casa;2;Arriendo;141;Casi nuevo;4;2;Si;Norte;5;4900000
Casa;1;Arriendo;130;Nuevo;3;2;Si;Centro;4;2150000
Casa;3;Arriendo;83;Casi nuevo;4;3;Si;Centro;3;2500000
Casa;2;Arriendo;269;Casi nuevo;4;2;Si;Sur;1;4580000
Casa;1;Arriendo;274;Nuevo;3;2;Si;Sur;1;4520000
Casa;1;Arriendo;275;Nuevo;3;2;Si;Norte;4;5080000
Casa;1;Arriendo;156;Nuevo;3;2;No;Sur;1;1510000
Casa;3;Arriendo;183;Casi nuevo;4;3;No;Centro;3;2710000
Casa;3;Arriendo;122;Casi nuevo;4;3;Si;Centro;4;2320000
Casa;3;Arriendo;126;Casi nuevo;4;3;Si;Centro;4;2370000
Casa;1;Arriendo;253;Nuevo;3;2;No;Sur;3;3570000
Casa;2;Arriendo;243;Casi nuevo;4;2;Si;Norte;3;4350000
Casa;2;Arriendo;122;Casi nuevo;4;2;Si;Centro;4;2550000
Casa;3;Arriendo;157;Casi nuevo;4;3;Si;Norte;3;2450000
Casa;2;Arriendo;217;Nuevo;4;2;No;Norte;5;5810000
Casa;1;Arriendo;80;Nuevo;3;2;Si;Centro;4;2220000
Casa;1;Arriendo;82;Casi nuevo;3;2;Si;Norte;5;3920000
Casa;2;Arriendo;254;Nuevo;4;2;No;Norte;4;4570000
Casa;1;Arriendo;83;Casi nuevo;3;2;No;Norte;4;1460000
Casa;2;Arriendo;197;Nuevo;4;2;Si;Norte;4;2890000
Casa;2;Arriendo;245;Nuevo;4;2;Si;Sur;1;4010000
Casa;3;Arriendo;186;Casi nuevo;4;3;Si;Centro;4;3090000
Casa;3;Arriendo;120;Casi nuevo;4;3;No;Centro;3;2360000
Casa;3;Arriendo;93;Casi nuevo;4;3;No;Norte;4;2010000
Casa;1;Arriendo;119;Nuevo;3;2;Si;Sur;1;1410000
Casa;1;Arriendo;100;Nuevo;3;2;No;Norte;6;4070000
Casa;1;Arriendo;105;Casi nuevo;3;2;Si;Norte;6;3930000
Casa;1;Arriendo;276;Nuevo;3;2;Si;Centro;3;5140000
Casa;2;Arriendo;143;Nuevo;4;2;No;Sur;2;1930000
Casa;3;Arriendo;144;Nuevo;4;3;Si;Centro;3;2750000
Casa;2;Arriendo;296;Casi nuevo;4;2;Si;Centro;3;6160000
Casa;2;Arriendo;219;Nuevo;4;2;Si;Centro;4;4060000
Casa;3;Arriendo;230;Casi nuevo;4;3;No;Centro;4;4130000
Casa;1;Arriendo;175;Casi nuevo;3;2;No;Centro;3;2480000
Casa;3;Arriendo;193;Casi nuevo;4;3;Si;Centro;3;3010000
Casa;1;Arriendo;242;Nuevo;3;2;No;Sur;3;3470000
Casa;2;Arriendo;63;Nuevo;4;2;Si;Centro;3;2220000
Casa;2;Arriendo;53;Nuevo;4;2;Si;Norte;3;2320000
Casa;2;Arriendo;248;Nuevo;4;2;Si;Norte;3;4640000
Casa;2;Arriendo;57;Casi nuevo;4;2;No;Norte;3;1920000
Casa;2;Arriendo;272;Nuevo;4;2;Si;Centro;3;5410000
Casa;1;Arriendo;116;Nuevo;3;2;Si;Sur;4;1570000
Casa;1;Arriendo;186;Nuevo;3;2;No;Sur;1;1960000
Casa;1;Arriendo;167;Nuevo;3;2;No;Norte;3;2250000
Casa;3;Arriendo;164;Casi nuevo;4;3;No;Norte;3;2610000
Casa;2;Arriendo;89;Casi nuevo;4;2;Si;Centro;4;2440000
Casa;2;Arriendo;238;Casi nuevo;4;2;Si;Sur;4;3750000
Casa;1;Arriendo;116;Casi nuevo;3;2;Si;Sur;2;1530000
Casa;3;Arriendo;66;Casi nuevo;5;3;Si;Norte;6;4610000
Casa;2;Arriendo;134;Casi nuevo;4;2;No;Norte;6;4250000
Casa;3;Arriendo;101;Nuevo;4;3;No;Centro;4;2220000
Casa;1;Arriendo;172;Nuevo;3;2;Si;Centro;3;2830000
Casa;2;Arriendo;111;Nuevo;4;2;Si;Norte;4;2200000
Casa;2;Arriendo;214;Casi nuevo;4;2;No;Sur;3;2950000
Casa;2;Arriendo;115;Casi nuevo;4;2;Si;Sur;3;1860000
Casa;3;Arriendo;86;Nuevo;4;3;Si;Norte;6;4710000
Casa;3;Arriendo;174;Nuevo;4;3;Si;Sur;1;2430000
Casa;3;Arriendo;149;Nuevo;4;3;No;Norte;6;4690000
Casa;3;Arriendo;98;Nuevo;4;3;No;Sur;2;1690000
Casa;2;Arriendo;220;Casi nuevo;4;2;No;Norte;3;3510000
Casa;2;Arriendo;284;Nuevo;4;2;Si;Norte;3;5520000
Casa;2;Arriendo;121;Casi nuevo;4;2;Si;Sur;1;1850000
Casa;1;Arriendo;137;Casi nuevo;3;2;Si;Centro;3;2260000
Casa;1;Arriendo;299;Nuevo;3;2;Si;Sur;1;5170000
Casa;3;Arriendo;194;Casi nuevo;4;3;No;Sur;3;2400000
Casa;2;Arriendo;274;Nuevo;4;2;Si;Sur;2;4820000
Casa;3;Arriendo;268;Casi nuevo;4;3;No;Sur;2;4580000
Casa;2;Arriendo;85;Casi nuevo;4;2;No;Centro;4;2270000
Casa;1;Arriendo;191;Nuevo;3;2;Si;Centro;3;2810000
Casa;3;Arriendo;179;Nuevo;4;3;Si;Norte;6;5350000
Casa;2;Arriendo;101;Casi nuevo;4;2;Si;Norte;5;4570000
Casa;2;Arriendo;140;Nuevo;4;2;Si;Centro;3;2850000
Casa;2;Arriendo;261;Casi nuevo;4;2;Si;Sur;1;4310000
Casa;1;Arriendo;128;Casi nuevo;3;2;Si;Sur;2;1370000
Casa;3;Arriendo;240;Nuevo;4;3;Si;Centro;4;4760000
Casa;2;Arriendo;131;Nuevo;4;2;Si;Norte;4;2600000
Casa;2;Arriendo;273;Casi nuevo;4;2;No;Centro;3;5120000
Casa;3;Arriendo;176;Nuevo;4;3;No;Centro;3;2740000
Casa;1;Arriendo;247;Casi nuevo;3;2;Si;Centro;3;4240000
Casa;2;Arriendo;184;Nuevo;4;2;No;Sur;4;2150000
Casa;2;Arriendo;88;Casi nuevo;4;2;No;Centro;4;2210000
Casa;1;Arriendo;175;Nuevo;3;2;No;Centro;4;2360000
Casa;3;Arriendo;53;Nuevo;5;3;Si;Norte;5;4870000
Casa;3;Arriendo;258;Casi nuevo;4;3;No;Norte;5;7030000
Casa;1;Arriendo;170;Casi nuevo;3;2;No;Centro;4;2280000
Casa;1;Arriendo;271;Casi nuevo;3;2;No;Centro;3;4930000
Casa;1;Arriendo;95;Casi nuevo;3;2;Si;Norte;4;1720000
Casa;3;Arriendo;249;Casi nuevo;4;3;Si;Centro;3;4630000
Casa;2;Arriendo;185;Nuevo;4;2;Si;Centro;3;3240000
Casa;3;Arriendo;59;Nuevo;5;3;No;Norte;5;4400000
Casa;1;Arriendo;225;Casi nuevo;3;2;No;Sur;2;2870000
Casa;1;Arriendo;140;Nuevo;3;2;No;Norte;5;4370000
Casa;2;Arriendo;71;Casi nuevo;4;2;No;Centro;3;1970000
Casa;1;Arriendo;214;Nuevo;3;2;No;Norte;6;5400000
